Time	Writhe	Twist	Length
871	4.3541	-4.28646	406.7
872	4.26542	-4.19063	409.974
873	4.18188	-4.12802	413.683
874	4.1259	-4.10568	415.958
875	4.11014	-4.1105	416.027
876	4.14471	-4.11269	414.094
877	4.22181	-4.15838	410.966
878	4.3136	-4.24989	407.363
879	4.39637	-4.35496	404.111
880	4.43093	-4.40188	402.711
881	4.41212	-4.36584	403.409
882	4.34653	-4.28258	405.598
883	4.25992	-4.18321	408.759
884	4.17926	-4.12694	411.922
885	4.12033	-4.10505	413.87
886	4.10319	-4.10132	413.804
887	4.13737	-4.10574	411.973
888	4.21132	-4.1438	409.069
889	4.30283	-4.23745	405.745
890	4.38421	-4.34791	402.683
891	4.41824	-4.39068	401.448
892	4.40059	-4.35552	402.125
893	4.33846	-4.27553	404.128
894	4.2535	-4.17845	407.124
895	4.17514	-4.12291	410.004
896	4.11774	-4.1002	411.569
897	4.0983	-4.09483	411.426
898	4.12607	-4.09603	409.541
899	4.19926	-4.13256	406.796
900	4.28876	-4.21934	403.637
901	4.37315	-4.32932	400.919
902	4.41034	-4.38266	399.887
903	4.39132	-4.34829	400.523
904	4.33135	-4.27032	402.365
905	4.24934	-4.17923	405.1
906	4.16972	-4.12044	407.677
907	4.11194	-4.09526	408.919
908	4.09109	-4.08359	408.733
909	4.1168	-4.08149	406.936
910	4.18786	-4.12191	404.198
911	4.27751	-4.2091	401.279
912	4.36141	-4.32486	398.852
913	4.40133	-4.37001	397.901
914	4.38762	-4.34455	398.469
915	4.32604	-4.26571	400.394
916	4.24436	-4.17838	402.945
917	4.16615	-4.11425	405.123
918	4.10677	-4.08575	406.286
919	4.07915	-4.07065	405.978
920	4.10519	-4.06753	404.203
921	4.17463	-4.11251	401.632
922	4.26761	-4.19282	398.856
923	4.35379	-4.31265	396.689
924	4.39605	-4.36461	395.85
925	4.38086	-4.33725	396.457
926	4.3204	-4.26502	398.321
927	4.24226	-4.17987	400.759
928	4.16135	-4.11125	402.739
929	4.10018	-4.07535	403.69
930	4.07193	-4.05798	403.247
931	4.09551	-4.05613	401.505
932	4.16266	-4.10242	399.004
933	4.25878	-4.18744	396.369
934	4.34894	-4.30006	394.347
935	4.39073	-4.35599	393.789
936	4.37367	-4.32564	394.508
937	4.31664	-4.26104	396.268
938	4.23552	-4.17737	398.731
939	4.15622	-4.10559	400.429
940	4.09353	-4.06876	401.203
941	4.06105	-4.04204	400.657
942	4.08315	-4.04687	398.79
943	4.15342	-4.09394	396.36
944	4.25216	-4.17424	393.841
945	4.34273	-4.29926	392.133
946	4.38305	-4.34489	391.633
947	4.37021	-4.32198	392.356
948	4.31067	-4.25596	394.335
949	4.22982	-4.17357	396.596
950	4.14977	-4.09862	398.332
951	4.08442	-4.05459	398.672
952	4.0529	-4.02845	397.897
953	4.07912	-4.03578	396.129
954	4.14738	-4.09075	393.623
955	4.24791	-4.17475	391.233
956	4.33811	-4.2918	389.75
957	4.38315	-4.34036	389.483
958	4.36597	-4.31685	390.409
959	4.30744	-4.25066	392.522
960	4.22799	-4.16949	394.827
961	4.14393	-4.08969	396.071
962	4.07942	-4.04401	396.301
963	4.04734	-4.01708	395.43
964	4.07296	-4.02506	393.353
965	4.14575	-4.08514	390.962
966	4.25014	-4.17996	388.664
967	4.33844	-4.28844	387.462
968	4.37957	-4.33056	387.575
969	4.36117	-4.30587	388.817
970	4.30352	-4.24689	390.754
971	4.22232	-4.16674	393.015
972	4.13904	-4.08809	394.157
973	4.07455	-4.03202	394.035
974	4.04638	-4.00512	392.878
975	4.07062	-4.02565	390.763
976	4.14843	-4.09072	388.347
977	4.25129	-4.17999	386.224
978	4.34146	-4.2881	385.281
979	4.37956	-4.32778	385.64
980	4.35839	-4.30007	387.046
981	4.29905	-4.23946	389.32
982	4.2168	-4.15948	391.552
983	4.13709	-4.08488	392.322
984	4.07108	-4.02807	391.992
985	4.04279	-3.99865	390.505
986	4.07063	-4.02599	388.312
987	4.1468	-4.08811	385.872
988	4.2522	-4.18478	383.915
989	4.34083	-4.28449	383.359
990	4.37687	-4.31795	383.993
991	4.35485	-4.29466	385.67
992	4.29251	-4.23505	388.085
993	4.21158	-4.15295	390.141
994	4.13089	-4.07323	390.776
995	4.06611	-4.01765	390.055
996	4.04093	-3.98829	388.505
997	4.07193	-4.01858	385.923
998	4.14991	-4.09436	383.427
999	4.25703	-4.18504	381.74
1000	4.34128	-4.28419	381.551
1001	4.37128	-4.30473	382.557
1002	4.3459	-4.27923	384.585
1003	4.28267	-4.22425	387.007
1004	4.20173	-4.1424	388.98
1005	4.12292	-4.06541	389.196
1006	4.06051	-4.00666	388.357
1007	4.03803	-3.98035	386.4
1008	4.07223	-4.02006	383.967
1009	4.15302	-4.09457	381.338
1010	4.25928	-4.19065	379.705
1011	4.3428	-4.28046	379.813
1012	4.36762	-4.29932	381.194
1013	4.33876	-4.26912	383.445
1014	4.2728	-4.21552	386.064
1015	4.19408	-4.13357	388.04
1016	4.11681	-4.06426	388.156
1017	4.05948	-4.00255	386.885
1018	4.0387	-3.97847	384.566
1019	4.07336	-4.02385	382.043
1020	4.15673	-4.09717	379.457
1021	4.26352	-4.19282	378.142
1022	4.3407	-4.27555	378.556
1023	4.36265	-4.28606	380.32
1024	4.32947	-4.26094	382.727
1025	4.26412	-4.20572	385.445
1026	4.18676	-4.12718	387.265
1027	4.11167	-4.05501	387.224
1028	4.05647	-3.99516	385.61
1029	4.03818	-3.97475	383.13
1030	4.0759	-4.01983	380.473
1031	4.15919	-4.09862	377.97
1032	4.26389	-4.19271	376.815
1033	4.33771	-4.26697	377.577
1034	4.35472	-4.27317	379.631
1035	4.31903	-4.2523	382.338
1036	4.25176	-4.1957	385.157
1037	4.17517	-4.11511	386.856
1038	4.10457	-4.04659	386.496
1039	4.05032	-3.98815	384.686
1040	4.03648	-3.96685	382.007
1041	4.07647	-4.02436	379.208
1042	4.16191	-4.09714	376.699
1043	4.26472	-4.19469	375.877
1044	4.3338	-4.25974	377.132
1045	4.34578	-4.26012	379.449
1046	4.3082	-4.23297	382.37
1047	4.24059	-4.18223	385.256
1048	4.16725	-4.11091	386.72
1049	4.09694	-4.0358	386.167
1050	4.0462	-3.98112	384.163
1051	4.03847	-3.9665	381.264
1052	4.0791	-4.02695	378.374
1053	4.16431	-4.10202	375.976
1054	4.266	-4.19515	375.249
1055	4.32959	-4.25531	376.769
1056	4.33751	-4.251	379.512
1057	4.29554	-4.22596	382.688
1058	4.22967	-4.17582	385.455
1059	4.15853	-4.10207	386.897
1060	4.09223	-4.03348	386.122
1061	4.04634	-3.97929	383.723
1062	4.03986	-3.97195	380.579
1063	4.08411	-4.03059	377.65
1064	4.17021	-4.10974	375.393
1065	4.26463	-4.19376	374.951
1066	4.3256	-4.24837	376.751
1067	4.32697	-4.23699	379.719
1068	4.28301	-4.21361	383.118
1069	4.21815	-4.16359	385.932
1070	4.1485	-4.09221	387.147
1071	4.0872	-4.02746	386.191
1072	4.04616	-3.9774	383.492
1073	4.04189	-3.97132	380.264
1074	4.08754	-4.03509	377.122
1075	4.17208	-4.11304	375.038
1076	4.26366	-4.19466	374.857
1077	4.31951	-4.23773	376.923
1078	4.31844	-4.22772	380.199
1079	4.27351	-4.20345	383.657
1080	4.20824	-4.15441	386.558
1081	4.14239	-4.0822	387.623
1082	4.08401	-4.01973	386.359
1083	4.04522	-3.96921	383.513
1084	4.04234	-3.97197	380.067
1085	4.09163	-4.03888	376.94
1086	4.17455	-4.11523	374.814
1087	4.26343	-4.19071	374.891
1088	4.31275	-4.23039	377.268
1089	4.30854	-4.2154	380.723
1090	4.26358	-4.19157	384.313
1091	4.19875	-4.14849	387.037
1092	4.1345	-4.0818	388.015
1093	4.07842	-4.01576	386.563
1094	4.04098	-3.96718	383.51
1095	4.04467	-3.97012	379.935
1096	4.0909	-4.04072	376.782
1097	4.17538	-4.11548	374.75
1098	4.26326	-4.1898	374.927
1099	4.30467	-4.22105	377.54
1100	4.29894	-4.20671	381.182
1101	4.25123	-4.17959	384.849
1102	4.18505	-4.13527	387.748
1103	4.12682	-4.06953	388.48
1104	4.07381	-4.00799	386.736
1105	4.03841	-3.96139	383.554
1106	4.04388	-3.9695	379.788
1107	4.09185	-4.04346	376.579
1108	4.17664	-4.11718	374.595
1109	4.25901	-4.18275	375.059
1110	4.29758	-4.20715	377.902
1111	4.28937	-4.19427	381.809
1112	4.23927	-4.17166	385.576
1113	4.17589	-4.13133	388.312
1114	4.11711	-4.06226	389.008
1115	4.06843	-4.00479	387.176
1116	4.03692	-3.95961	383.731
1117	4.04277	-3.97227	379.934
1118	4.09444	-4.04322	376.622
1119	4.17694	-4.11559	374.78
1120	4.25707	-4.18113	375.335
1121	4.2942	-4.19887	378.358
1122	4.27799	-4.18482	382.4
1123	4.22697	-4.1612	386.412
1124	4.16539	-4.11103	389.174
1125	4.10934	-4.05174	389.61
1126	4.06365	-3.99678	387.618
1127	4.03494	-3.95646	384.005
1128	4.04595	-3.97112	380.027
1129	4.09512	-4.04396	376.77
1130	4.18029	-4.12105	374.792
1131	4.25474	-4.17712	375.606
1132	4.28678	-4.19069	378.964
1133	4.2667	-4.17327	383.266
1134	4.21548	-4.14935	387.265
1135	4.15453	-4.10384	390.083
1136	4.10073	-4.04747	390.305
1137	4.05758	-3.99486	388.148
1138	4.0354	-3.95407	384.332
1139	4.04599	-3.97281	380.202
1140	4.09817	-4.04746	376.892
1141	4.17977	-4.12016	375.024
1142	4.25152	-4.17002	376.04
1143	4.27699	-4.18304	379.596
1144	4.2573	-4.16394	383.896
1145	4.20282	-4.13688	388.061
1146	4.14576	-4.09869	390.72
1147	4.09612	-4.04099	390.891
1148	4.05503	-3.98694	388.612
1149	4.0338	-3.95592	384.689
1150	4.04857	-3.97309	380.417
1151	4.10114	-4.05137	376.944
1152	4.18156	-4.12376	375.316
1153	4.24854	-4.17143	376.369
1154	4.27069	-4.17373	380.144
1155	4.2484	-4.16033	384.572
1156	4.19274	-4.12843	388.852
1157	4.13753	-4.09326	391.431
1158	4.08945	-4.03743	391.388
1159	4.05408	-3.98232	388.886
1160	4.0347	-3.95247	384.926
1161	4.05016	-3.97597	380.533
1162	4.10215	-4.05157	377.118
1163	4.18223	-4.12428	375.488
1164	4.2445	-4.16498	376.783
1165	4.26465	-4.16761	380.584
1166	4.23838	-4.15043	385.211
1167	4.18331	-4.11729	389.598
1168	4.12759	-4.08129	392.081
1169	4.08343	-4.03217	391.987
1170	4.04937	-3.97907	389.458
1171	4.03414	-3.94828	385.175
1172	4.05164	-3.98088	380.766
1173	4.1072	-4.05287	377.348
1174	4.18495	-4.12329	375.769
1175	4.24167	-4.15746	377.275
1176	4.25855	-4.15773	381.07
1177	4.22841	-4.13987	385.996
1178	4.17431	-4.11334	390.268
1179	4.11991	-4.07725	392.725
1180	4.07849	-4.02707	392.603
1181	4.04936	-3.97568	389.769
1182	4.03617	-3.95192	385.559
1183	4.0559	-3.98531	380.979
1184	4.10831	-4.06057	377.54
1185	4.18425	-4.12443	376.118
1186	4.23862	-4.15399	377.589
1187	4.24846	-4.15015	381.731
1188	4.2164	-4.13344	386.703
1189	4.16759	-4.10676	390.99
1190	4.11408	-4.072	393.313
1191	4.07739	-4.02564	392.86
1192	4.04819	-3.97803	390.036
1193	4.03878	-3.95735	385.649
1194	4.0585	-3.98637	381.104
1195	4.11559	-4.06128	377.695
1196	4.18423	-4.12323	376.314
1197	4.23391	-4.15073	378.02
1198	4.24139	-4.14409	382.19
1199	4.21002	-4.12542	387.217
1200	4.16015	-4.10113	391.434
1201	4.11257	-4.06838	393.67
1202	4.07469	-4.02144	393.256
1203	4.04981	-3.98041	390.258
1204	4.04351	-3.96176	385.925
1205	4.06404	-3.99529	381.189
1206	4.118	-4.06875	377.747
1207	4.18417	-4.12924	376.528
1208	4.23044	-4.14776	378.285
1209	4.23643	-4.13948	382.545
1210	4.20402	-4.11866	387.679
1211	4.15403	-4.10019	391.789
1212	4.10759	-4.06773	393.92
1213	4.07398	-4.02169	393.384
1214	4.05189	-3.98247	390.441
1215	4.04662	-3.96357	385.844
1216	4.0691	-3.99938	381.045
1217	4.12157	-4.07298	377.88
1218	4.18481	-4.13036	376.712
1219	4.22948	-4.14627	378.616
1220	4.23011	-4.13348	382.922
1221	4.19848	-4.11251	387.957
1222	4.14999	-4.09492	392.092
1223	4.1089	-4.06607	394.146
1224	4.07634	-4.02356	393.528
1225	4.0577	-3.98397	390.368
1226	4.05171	-3.97027	385.817
1227	4.07774	-4.00369	381.09
1228	4.12728	-4.0742	377.819
1229	4.18794	-4.13132	376.804
1230	4.22513	-4.14057	378.837
1231	4.22395	-4.13385	383.218
1232	4.19475	-4.11511	388.244
1233	4.14867	-4.09599	392.357
1234	4.10698	-4.06719	394.26
1235	4.07895	-4.02454	393.558
1236	4.06164	-3.9927	390.456
1237	4.06062	-3.9771	385.806
1238	4.08436	-4.0122	381.054
1239	4.13079	-4.07959	377.904
1240	4.19018	-4.13402	377.035
1241	4.22581	-4.13901	379.085
1242	4.22323	-4.13034	383.453
1243	4.19308	-4.11602	388.466
1244	4.1488	-4.09541	392.534
1245	4.11014	-4.06599	394.339
1246	4.08367	-4.02649	393.515
1247	4.0685	-3.9991	390.37
1248	4.06754	-3.98203	385.778
1249	4.09033	-4.02351	381.063
1250	4.13866	-4.09259	377.983
1251	4.1939	-4.13376	377.186
1252	4.2258	-4.14182	379.34
1253	4.21978	-4.12894	383.804
1254	4.19062	-4.11175	388.732
1255	4.1495	-4.10108	392.639
1256	4.11358	-4.07036	394.255
1257	4.08854	-4.03099	393.431
1258	4.07796	-4.00496	390.166
1259	4.07874	-3.9979	385.426
1260	4.10043	-4.02984	380.955
1261	4.14688	-4.10078	377.963
1262	4.19643	-4.13985	377.38
1263	4.22286	-4.1383	379.544
1264	4.21984	-4.12873	383.948
1265	4.19146	-4.11266	388.791
1266	4.15229	-4.10587	392.581
1267	4.11838	-4.07686	394.178
1268	4.09834	-4.04085	393.185
1269	4.0864	-4.01662	389.995
1270	4.0873	-4.0092	385.32
1271	4.1118	-4.04117	380.834
1272	4.15214	-4.1015	378.079
1273	4.19982	-4.14435	377.498
1274	4.22539	-4.14283	379.716
1275	4.21994	-4.12928	384.037
1276	4.19021	-4.11439	388.838
1277	4.15461	-4.11297	392.52
1278	4.12547	-4.08625	393.872
1279	4.10563	-4.04807	392.859
1280	4.09814	-4.02628	389.688
1281	4.10018	-4.02552	385.044
1282	4.12071	-4.05142	380.687
1283	4.1605	-4.10901	377.934
1284	4.20692	-4.14854	377.499
1285	4.22639	-4.14292	379.795
1286	4.22093	-4.1315	383.962
1287	4.19359	-4.12224	388.714
1288	4.1625	-4.11909	392.252
1289	4.13624	-4.09578	393.471
1290	4.11844	-4.05688	392.522
1291	4.11208	-4.04145	389.227
1292	4.1125	-4.03665	384.705
1293	4.13221	-4.06201	380.526
1294	4.16807	-4.12003	377.851
1295	4.20928	-4.151	377.424
1296	4.23271	-4.1465	379.836
1297	4.22584	-4.13967	383.955
1298	4.19957	-4.1298	388.465
1299	4.17045	-4.12765	391.938
1300	4.14886	-4.1049	392.956
1301	4.13327	-4.07349	391.875
1302	4.12712	-4.06216	388.672
1303	4.12884	-4.05802	384.221
1304	4.1466	-4.07582	380.183
1305	4.18038	-4.1272	377.744
1306	4.21548	-4.15811	377.508
1307	4.23702	-4.15379	379.742
1308	4.23082	-4.14778	383.758
1309	4.2088	-4.13956	388.171
1310	4.18175	-4.13993	391.37
1311	4.16258	-4.11352	392.537
1312	4.14991	-4.08731	391.282
1313	4.14175	-4.07716	388.274
1314	4.14298	-4.07417	383.873
1315	4.15955	-4.08391	379.986
1316	4.19188	-4.13601	377.647
1317	4.22357	-4.16282	377.343
1318	4.24479	-4.16407	379.623
1319	4.23733	-4.15852	383.603
1320	4.21855	-4.15162	387.72
1321	4.19434	-4.1555	390.907
1322	4.17895	-4.12871	391.864
1323	4.16721	-4.09996	390.632
1324	4.16242	-4.09484	387.504
1325	4.16046	-4.09233	383.375
1326	4.17298	-4.09812	379.548
1327	4.20307	-4.14752	377.315
1328	4.23252	-4.16865	377.345
1329	4.25145	-4.17116	379.394
1330	4.24666	-4.16894	383.25
1331	4.22964	-4.16512	387.117
1332	4.21122	-4.17137	390.147
1333	4.19723	-4.14794	391.059
1334	4.1865	-4.11907	389.812
1335	4.18146	-4.11714	386.744
1336	4.17929	-4.11431	382.849
1337	4.19087	-4.11587	378.997
1338	4.21491	-4.15616	377.024
1339	4.24379	-4.18233	376.989
1340	4.25984	-4.17955	378.963
1341	4.25578	-4.17956	382.733
1342	4.24185	-4.17796	386.623
1343	4.22597	-4.1853	389.31
1344	4.21695	-4.16499	390.104
1345	4.20951	-4.14068	388.847
1346	4.20275	-4.13679	385.866
1347	4.20079	-4.13744	382.046
1348	4.20887	-4.13363	378.569
1349	4.22883	-4.17032	376.594
1350	4.25291	-4.19128	376.715
1351	4.27036	-4.19401	378.716
1352	4.26745	-4.19189	382.171
1353	4.25654	-4.19302	385.864
1354	4.24623	-4.20845	388.407
1355	4.23949	-4.1858	389.031
1356	4.23582	-4.16776	387.724
1357	4.23068	-4.16521	384.981
1358	4.22313	-4.1568	381.294
1359	4.22721	-4.14875	378.095
1360	4.24439	-4.18416	376.283
1361	4.26756	-4.20326	376.471
1362	4.28309	-4.20516	378.277
1363	4.28294	-4.20715	381.58
1364	4.27519	-4.21524	384.951
1365	4.27055	-4.22944	387.269
1366	4.26713	-4.20951	387.805
1367	4.26396	-4.19261	386.643
1368	4.25808	-4.19727	383.924
1369	4.24833	-4.1808	380.446
1370	4.25113	-4.17215	377.546
1371	4.26386	-4.19669	375.876
1372	4.28537	-4.21339	375.966
1373	4.29852	-4.21506	377.83
1374	4.30023	-4.22165	380.971
1375	4.2973	-4.2361	383.918
1376	4.29543	-4.24937	386.035
1377	4.29774	-4.23566	386.536
1378	4.29528	-4.22452	385.29
1379	4.28733	-4.22359	382.831
1380	4.27467	-4.21618	379.528
1381	4.27156	-4.19552	376.904
1382	4.28044	-4.21033	375.342
1383	4.29819	-4.22695	375.484
1384	4.31289	-4.23157	377.206
1385	4.31795	-4.24228	380.035
1386	4.32047	-4.26091	382.816
1387	4.32674	-4.28334	384.68
1388	4.32976	-4.26121	385.041
1389	4.32927	-4.25434	383.997
1390	4.32117	-4.25661	381.608
1391	4.30492	-4.23788	378.731
1392	4.29618	-4.21782	376.214
1393	4.30171	-4.22782	374.955
1394	4.3176	-4.23995	374.968
1395	4.33132	-4.2493	376.538
1396	4.33767	-4.26627	379.2
1397	4.34615	-4.28745	381.556
1398	4.3559	-4.31239	383.263
1399	4.36488	-4.29414	383.543
1400	4.3651	-4.28619	382.479
1401	4.35497	-4.28428	380.389
1402	4.33591	-4.2748	377.728
1403	4.32303	-4.24332	375.472
1404	4.32408	-4.24394	374.386
1405	4.33497	-4.25848	374.539
1406	4.34944	-4.25978	375.797
1407	4.35858	-4.28291	378.169
1408	4.3715	-4.31482	380.408
1409	4.38852	-4.33823	381.762
1410	4.4038	-4.33039	381.964
1411	4.40568	-4.3295	380.96
1412	4.39026	-4.31638	379.172
1413	4.36759	-4.30368	376.773
1414	4.35031	-4.27726	375
1415	4.34692	-4.26418	373.95
1416	4.35628	-4.27401	374.046
1417	4.36892	-4.27713	375.324
1418	4.38168	-4.30902	377.244
1419	4.40334	-4.34949	378.995
1420	4.4241	-4.3723	380.3
1421	4.44349	-4.36499	380.348
1422	4.44478	-4.36127	379.575
1423	4.42735	-4.35611	377.989
1424	4.40144	-4.33507	375.936
1425	4.38027	-4.30691	374.438
1426	4.37208	-4.28502	373.443
1427	4.37742	-4.29225	373.7
1428	4.39157	-4.2975	374.597
1429	4.40886	-4.33858	376.21
1430	4.43288	-4.38025	377.573
1431	4.46302	-4.40628	378.471
1432	4.48311	-4.40268	378.643
1433	4.48581	-4.39756	377.901
1434	4.46922	-4.38667	376.687
1435	4.43684	-4.36713	375.074
1436	4.41005	-4.33722	373.768
1437	4.39676	-4.30952	373.181
1438	4.39721	-4.30891	373.204
1439	4.41383	-4.31915	373.978
1440	4.43332	-4.3598	375.178
1441	4.46494	-4.41242	376.279
1442	4.50079	-4.43629	376.843
1443	4.52603	-4.43746	376.869
1444	4.52574	-4.4349	376.364
1445	4.50686	-4.41856	375.378
1446	4.47316	-4.39608	374.161
1447	4.44098	-4.37462	373.294
1448	4.4213	-4.3341	372.852
1449	4.41836	-4.32717	373.002
1450	4.42948	-4.33334	373.387
1451	4.45663	-4.38298	374.205
1452	4.49597	-4.44442	374.766
1453	4.53489	-4.47264	375.086
1454	4.56568	-4.47342	375.062
1455	4.56734	-4.47266	374.637
1456	4.54337	-4.45381	374.165
1457	4.50537	-4.4262	373.477
1458	4.46767	-4.40219	372.92
1459	4.44384	-4.35776	372.837
1460	4.43677	-4.34155	372.744
1461	4.44791	-4.35253	373.038
1462	4.47526	-4.39659	373.285
1463	4.521	-4.46625	373.438
1464	4.56778	-4.50138	373.383
1465	4.60011	-4.50427	373.241
1466	4.60385	-4.503	373.124
1467	4.57796	-4.48079	372.953
1468	4.53328	-4.45043	372.833
1469	4.49158	-4.42736	372.732
1470	4.46308	-4.37543	372.719
1471	4.44943	-4.35231	372.741
1472	4.46163	-4.3696	372.731
1473	4.49275	-4.41306	372.445
1474	4.53991	-4.48759	372.063
1475	4.59299	-4.52503	371.71
1476	4.62925	-4.5337	371.481
1477	4.63169	-4.5288	371.519
1478	4.60554	-4.50782	371.753
1479	4.55685	-4.4715	372.18
1480	4.51065	-4.44414	372.538
1481	4.4775	-4.39565	372.791
1482	4.46177	-4.3637	372.764
1483	4.47127	-4.38314	372.463
1484	4.50436	-4.42266	371.671
1485	4.55772	-4.49811	370.723
1486	4.61556	-4.55061	369.937
1487	4.65095	-4.55197	369.739
1488	4.65646	-4.5458	369.948
1489	4.62582	-4.5286	370.391
1490	4.57523	-4.49075	371.529
1491	4.52583	-4.45679	372.328
1492	4.48783	-4.40992	372.821
1493	4.46895	-4.36927	372.844
1494	4.47917	-4.39486	372.277
1495	4.51298	-4.43334	371.051
1496	4.56946	-4.50575	369.463
1497	4.63026	-4.56703	368.21
1498	4.66747	-4.57539	367.841
1499	4.6748	-4.56265	368.263
1500	4.643	-4.54331	369.343
1501	4.58831	-4.50545	370.849
1502	4.53434	-4.46706	372.179
1503	4.49383	-4.41428	372.999
1504	4.47482	-4.38036	373.09
1505	4.4808	-4.39618	372.165
1506	4.5177	-4.44452	370.497
1507	4.57732	-4.50724	368.339
1508	4.63914	-4.57235	366.818
1509	4.67953	-4.58642	366.254
1510	4.6845	-4.57606	366.705
1511	4.65116	-4.5532	368.163
1512	4.59466	-4.50916	370.237
1513	4.53855	-4.46749	372.095
1514	4.49711	-4.42145	373.21
1515	4.47781	-4.3858	373.469
1516	4.48422	-4.39747	372.217
1517	4.52041	-4.44634	370.27
1518	4.58044	-4.50822	367.539
1519	4.64343	-4.57574	365.453
1520	4.68474	-4.59337	364.726
1521	4.6902	-4.58203	365.227
1522	4.65634	-4.55792	366.949
1523	4.59855	-4.51774	369.49
1524	4.54173	-4.47178	371.887
1525	4.50073	-4.41981	373.371
1526	4.47777	-4.38936	373.68
1527	4.48663	-4.40164	372.378
1528	4.52001	-4.45132	370.041
1529	4.58038	-4.50738	366.874
1530	4.6437	-4.57522	364.224
1531	4.68575	-4.60086	363.216
1532	4.69021	-4.5886	363.74
1533	4.65725	-4.55729	365.756
1534	4.59969	-4.51967	368.563
1535	4.54235	-4.47055	371.425
1536	4.49944	-4.42314	373.352
1537	4.47929	-4.39414	373.9
1538	4.48494	-4.39807	372.58
1539	4.5211	-4.45289	369.835
1540	4.58122	-4.51167	366.338
1541	4.64383	-4.56595	363.244
1542	4.68339	-4.6038	361.716
1543	4.68947	-4.59234	362.175
1544	4.65573	-4.56474	364.302
1545	4.59687	-4.52119	367.46
1546	4.54124	-4.468	370.837
1547	4.497	-4.42196	373.068
1548	4.47701	-4.3978	373.907
1549	4.48493	-4.40614	372.84
1550	4.52238	-4.45294	369.842
1551	4.58113	-4.51341	365.948
1552	4.64333	-4.5685	362.411
1553	4.68185	-4.61022	360.521
1554	4.68439	-4.59518	360.807
1555	4.65228	-4.56489	362.929
1556	4.59588	-4.52124	366.441
1557	4.5389	-4.4681	370.072
1558	4.49567	-4.41908	372.794
1559	4.47714	-4.3997	373.971
1560	4.48536	-4.40885	372.979
1561	4.52366	-4.45661	369.915
1562	4.58122	-4.51578	365.811
1563	4.64057	-4.56731	361.783
1564	4.67839	-4.59877	359.503
1565	4.68083	-4.59962	359.572
1566	4.64926	-4.56451	361.617
1567	4.59424	-4.52094	365.268
1568	4.53645	-4.46781	369.287
1569	4.49523	-4.41291	372.524
1570	4.47824	-4.40545	373.826
1571	4.48732	-4.41876	373.049
1572	4.52496	-4.45997	370.098
1573	4.58126	-4.51903	365.79
1574	4.64018	-4.5652	361.425
1575	4.67425	-4.59866	358.829
1576	4.67953	-4.6047	358.279
1577	4.64513	-4.56577	360.337
1578	4.5902	-4.52214	364.019
1579	4.53961	-4.4726	368.282
1580	4.4979	-4.41916	371.777
1581	4.48104	-4.41097	373.543
1582	4.49003	-4.42346	373.119
1583	4.52455	-4.46327	370.023
1584	4.58119	-4.51692	365.502
1585	4.63595	-4.56489	361.059
1586	4.66879	-4.5937	357.874
1587	4.67515	-4.60124	357.091
1588	4.64361	-4.56441	358.834
1589	4.59642	-4.52319	362.499
1590	4.5412	-4.47406	366.877
1591	4.49985	-4.42486	370.682
1592	4.48315	-4.41515	372.858
1593	4.49118	-4.42804	372.657
1594	4.52521	-4.46738	369.755
1595	4.57783	-4.51223	365.213
1596	4.6286	-4.55978	360.491
1597	4.66287	-4.59125	356.999
1598	4.66736	-4.59871	355.739
1599	4.64015	-4.57099	357.206
1600	4.59363	-4.52588	360.765
1601	4.54373	-4.47834	365.166
1602	4.50414	-4.42313	369.195
1603	4.48371	-4.41633	371.747
1604	4.49166	-4.43294	371.864
1605	4.52483	-4.46599	369.251
1606	4.57259	-4.50862	364.69
1607	4.62239	-4.55355	359.978
1608	4.65672	-4.58152	356.026
1609	4.66273	-4.59642	354.381
1610	4.63863	-4.57275	355.516
1611	4.59446	-4.53368	358.983
1612	4.5471	-4.48411	363.489
1613	4.50732	-4.43222	367.678
1614	4.48858	-4.4201	370.568
1615	4.49159	-4.43544	371.152
1616	4.52129	-4.46221	368.863
1617	4.56754	-4.50166	364.409
1618	4.61638	-4.54821	359.414
1619	4.64859	-4.57253	355.239
1620	4.66062	-4.59581	353.037
1621	4.63997	-4.57589	353.854
1622	4.59765	-4.53737	357.167
1623	4.5508	-4.48834	361.581
1624	4.51123	-4.43819	366.142
1625	4.488	-4.4222	369.446
1626	4.48878	-4.43823	370.274
1627	4.51578	-4.46072	368.37
1628	4.55998	-4.49318	364.085
1629	4.60778	-4.53846	359.031
1630	4.64133	-4.56676	354.497
1631	4.65536	-4.58892	351.786
1632	4.63879	-4.57708	352.199
1633	4.60164	-4.54184	355.309
1634	4.55832	-4.49167	359.874
1635	4.51573	-4.44464	364.438
1636	4.48962	-4.42228	368.141
1637	4.48752	-4.43416	369.399
1638	4.51099	-4.45882	367.869
1639	4.55189	-4.48645	363.678
1640	4.59621	-4.53044	358.584
1641	4.63205	-4.55951	353.771
1642	4.65053	-4.5817	350.646
1643	4.63628	-4.57937	350.532
1644	4.60548	-4.546	353.359
1645	4.56253	-4.49649	357.841
1646	4.5209	-4.45104	362.765
1647	4.49	-4.42435	366.874
1648	4.48379	-4.43296	368.639
1649	4.50312	-4.45868	367.406
1650	4.54169	-4.47725	363.535
1651	4.58537	-4.5242	358.328
1652	4.62263	-4.55259	353.216
1653	4.64397	-4.57607	349.52
1654	4.63772	-4.58224	348.993
